description,name,status,resource,sponsor,startdate,enddate,githuburl,svnurl,languages,main_language,cloc_language,comments,resolution/_tlp,mentors/mentor/0/_username,mentors/mentor/0/__text,mentors/mentor/1/_username,mentors/mentor/1/__text,mentors/mentor/2/_username,mentors/mentor/2/__text,reporting/_group,champion/_availid,champion/__text,mentors/mentor/3/_username,mentors/mentor/3/__text,resolution/_link,resolution/_url,resolution/__text,_resourceAliases,resolution,mentors/mentor/4/_username,mentors/mentor/4/__text,mentors/mentor/5/_username,mentors/mentor/5/__text,mentors/mentor/6/_username,mentors/mentor/6/__text,mentors/mentor/7/_username,mentors/mentor/7/__text,mentors/mentor/8/_username,mentors/mentor/8/__text,mentors/mentor/9/_username,mentors/mentor/9/__text,reporting/__text,graduating,changes/change/_resource,changes/change/_enddate,changes/change/__text,__text,reporting/_monthly,_longname
JSF Component Library. Known as ADF Faces during initial incubation,Trinidad,graduated,trinidad,MyFaces,2006-03-08,2007-04-22,https://github.com/apache/myfaces-trinidad,,"{ ""Java"": 11994216, ""JavaScript"": 736334, ""HTML"": 556706, ""CSS"": 529654, ""Shell"": 6488 }",,XML,,,craigmcc,Craig R. McClanahan,,,,,,,,,,,http://myfaces.apache.org/trinidad/,,adffaces,,,,,,,,,,,,,,,,,,,,,
SPARQL endpoint for your webserver. Project entering retired status after failing to get traction.,TripleSoup,retired,triplesoup,Incubator,2007-02-05,2007-10-18,,https://svn.apache.org/repos/asf/incubator/triplesoup,,,,,,leosimons,Leo Simons,stefano,Stefano Mazzocchi,bhyde,Ben Hyde,,,,dirkx,Dirk-Willem van Gulik,,,,,,,,,,,,,,,,,,,,,,,,,
implementations of various W3C and OASIS specifications related to XML and Web services security,TSIK,retired,tsik,Web Services,2005-05-17,2006-03-21,,https://svn.apache.org/repos/asf/incubator/tsik,,,,,,dims,Davanum Srinivas,rubys,Sam Ruby,dirkx,Dirk-Willem Gulik,,,,,,,,,,Failed to gather community momentum. Cancelled at request of Sponsoring TLP.,,,,,,,,,,,,,,,,,,,,
InLong is a distributed messaging queue (MQ) system.,InLong,current,inlong,Incubator,2019-11-03,,https://github.com/apache/incubator-InLong,,"{""Java"": 2839307, ""JavaScript"": 1160773, ""C++"": 368806, ""CSS"": 69199, ""Scala"": 22344, ""Shell"": 20122, ""Python"": 10393, ""CMake"": 9635, ""Batchfile"": 6905, ""Dockerfile"": 4606, ""Smarty"": 3426}",Java,Java,,,junping_du,Junping Du,jmclean,Justin Mclean,sijie,Sijie Guo,1,ke4qqq,David Nalley,zjshen,Zhijie Shen,,,,,,jbonofre,Jean-Baptiste Onofré,,,,,,,,,,,,,,,,,,
Service Component Architecture implementation,Tuscany,graduated,tuscany,Web Services,2005-12-07,2008-05-21,,https://svn.apache.org/repos/asf/tuscany,,,,,true,dims,Davanum Srinivas,rubys,Sam Ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuweni is a set of libraries and other tools to aid development of blockchain and other decentralized software in Java and other JVM languages.,Tuweni,current,tuweni,Incubator,2019-03-25,,https://github.com/apache/incubator-Tuweni,,"{""Java"": 3327347, ""Kotlin"": 1175317, ""HTML"": 20928, ""ANTLR"": 10353, ""XSLT"": 8925, ""JavaScript"": 3766, ""Dockerfile"": 1818, ""Batchfile"": 1053, ""Shell"": 1051}",Java,JSON,,,jbonofre,Jean-Baptiste Onofré,kamaci,Furkan Kamaci,,,2,jim,Jim Jagielski,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TVM is a full stack open deep learning compiler stack for CPUs, GPUs, and specialized accelerators. It aims to close the gap between the productivity-focused deep learning frameworks, and the performance- or efficiency-oriented hardware backends.",TVM,graduated,tvm,Incubator,2019-03-06,2020-11-18,https://github.com/apache/TVM,,"{""Python"": 12670632, ""C++"": 9401251, ""Rust"": 372886, ""C"": 292600, ""Java"": 199922, ""Shell"": 179401, ""CMake"": 163360, ""Go"": 111527, ""TypeScript"": 94382, ""Objective-C++"": 62123, ""Makefile"": 52192, ""Objective-C"": 21185, ""Cuda"": 16902, ""JavaScript"": 15305, ""Batchfile"": 4105, ""HTML"": 2664, ""RenderScript"": 1895}",Python,Python,,true,bgchun,Byung-Gon Chun,ssc,Sebastian Schelter,hsaputra,Henry Saputra,,weimer,Markus Weimer,tnachen,Timothy Chen,,,,,,kamaci,Furkan Kamaci,tqchen,Tianqi Chen,weimer,Markus Weimer,,,,,,,,,,,,,,
"Twill is an abstraction over Apache Hadoop YARN that reduces the complexity of developing distributed applications, allowing developers to focus more on their business logic",Twill,graduated,twill,Incubator,2013-11-14,2016-06-15,https://github.com/apache/Twill,,"{""Java"": 1481198}",Java,Java,,true,acmurthy,Arun C Murthy,tomwhite,Tom White,phunt,Patrick Hunt,,vinodkv,Vinod K,asavu,Andrei Savu,,,,,,,,,,,,,,,,,,,,,,,,,
Framework for analysing unstructured data.,UIMA,graduated,uima,Incubator,2006-10-23,2010-03-18,,https://svn.apache.org/repos/asf/uima,,,,,true,coar,Ken Coar,rubys,Sam Ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unomi is a reference implementation of the OASIS Context Server specification currently being worked on by the OASIS Context Server Technical Committee. It provides a high-performance user profile and event tracking server.,Unomi,graduated,unomi,Incubator,2015-10-05,2019-02-20,https://github.com/apache/Unomi,,"{""Java"": 2869606, ""CSS"": 225355, ""JavaScript"": 30660, ""Scala"": 27657, ""Shell"": 20673, ""HTML"": 16965, ""Batchfile"": 2159, ""Dockerfile"": 1393}",Java,Java,,true,jbonofre,Jean-Baptiste Onofré,,,,,,jbonofre,Jean-Baptiste Onofré,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Usergrid is Backend-as-a-Service (BaaS) composed of an integrated database (Cassandra), application layer and client tier with SDKs for developers.",Usergrid,graduated,usergrid,Incubator,2013-10-03,2015-08-19,https://github.com/apache/Usergrid,,"{""Java"": 11103172, ""HTML"": 2934842, ""JavaScript"": 581094, ""PHP"": 441368, ""Python"": 398058, ""Objective-C"": 396026, ""CSS"": 252921, ""Ruby"": 200736, ""Scala"": 185325, ""Shell"": 127130, ""Perl"": 60137, ""Groovy"": 37813, ""Nu"": 8658, ""GAP"": 8153, ""Batchfile"": 2211, ""Gherkin"": 260}",Java,Java,,true,snoopdave,Dave Johnson,jfarrell,Jake Farrell,jim,Jim Jagielski,,,,johndament,John D. Ament,,,,,,lewismc,Lewis John Mcgibbney,lresende,Luciano Resende,,,,,,,,,,,,,,,,
"Virtual Computing Lab. Framework for creating, dispensing and running virtual images.",VCL,graduated,vcl,Incubator,2008-10-06,2012-06-20,https://github.com/apache/VCL,,"{""Perl"": 3892104, ""PHP"": 3572617, ""JavaScript"": 459759, ""Shell"": 133420, ""HTML"": 112893, ""CSS"": 45589, ""Batchfile"": 42494, ""VBScript"": 26359}",Perl,Perl,,true,adc,Alan Cabrera,hogstrom,Matt Hogstrom,kevan,Kevan Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A standards compliant XML Query processor.,VXQuery,graduated,vxquery,Incubator,2009-07-06,2014-07-16,https://github.com/apache/VXQuery,,"{""Java"": 3049434, ""XQuery"": 481519, ""Python"": 120934, ""Shell"": 39923, ""XSLT"": 17663}",Java,Java,,true,antelder,Anthony Elder,jochen,Jochen Wiedmann,marvin,Marvin Humphrey,,cezar,Cezar Andrei,sanjiva,Sanjiva Weerawarana,,,,,,radup,Radu Preotiuc-Pietro,,,,,,,,,,,,,,,,,,
"a robust hetorgeneous clustering engine used to cluster geronimo, tomcat, jetty and other containers eventually.",WADI,retired,wadi,Geronimo,2005-12-05,2005-12-05,,https://svn.apache.org/repos/asf/incubator/wadi,,,,,,geirm,Geir Magnusson,jstrachan,James Strachan,,,,,,,,,,,,Proposal withdrawn by creator; project continues at Codehaus.,,,,,,,,,,,,,,,,,,,,
a distributed endpoint monitoring solution where the agent is hosted on your own hardware.,Warble,retired,warble,Incubator,2018-06-11,2020-11-29,https://github.com/apache/incubator-warble-server,,"{""CoffeeScript"": 179562,   ""Python"": 139299,   ""CSS"": 86615,   ""JavaScript"": 42620,    ""HTML"": 13509,   ""Shell"": 58 }",,JavaScript,,,cml,Chris Lambertus,,,,,,humbedooh,Daniel Gruno,,,,,,,The podling retired due to lack of activiy.,,,,,,,,,,,,,,,,,,,,
"A wave is a hosted, live, concurrent data structure for rich communication. It can be used like email, chat, or a document.",Wave,retired,wave,Incubator,2010-12-04,2018-01-15,https://github.com/apache/incubator-retired-Wave,,"{""Java"": 12388133, ""CSS"": 125991, ""HTML"": 95159, ""Smalltalk"": 23006, ""Go"": 4629, ""Shell"": 3970, ""JavaScript"": 2899, ""Batchfile"": 1893}",Java,Java,,,upayavira,Upayavira,johndament,John D. Ament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wayang is a cross-platform data processing system that aims at decoupling the business logic of data analytics applications from concrete data processing platforms, such as Apache Flink or Apache Spark. Hence, it tames the complexity that arises from the ""Cambrian explosion"" of novel data processing platforms that we currently witness.",Wayang,current,wayang,Incubator,2020-12-16,,https://github.com/apache/incubator-Wayang,,"{""Java"": 3788503, ""Scala"": 167812, ""HTML"": 16132, ""Shell"": 9865, ""CSS"": 9826, ""Groovy"": 7177, ""JavaScript"": 2363, ""ANTLR"": 1965, ""SCSS"": 1094, ""Ruby"": 1089}",Java,Java,,,cdutz,Christofer Dutz,larsgeorge,Lars George,berndf,Bernd Fondermann,3,cdutz,Christofer Dutz,jbonofre,Jean-Baptiste Onofré,,,,,,,,,,,,,,,,,,,,,,,,,
A Java web-application development framework,WebWork 2,graduated,webwork2,Struts,2006-01-15,2006-05-24,,,,,,,,mrdon,Don Brown,martinc,Martin Cooper,husted,Ted Husted,,mrdon,Don Brown,,,,http://struts.apache.org/,,,,,,,,,,,,,,,,,,,,,,,
Weex is a framework for building Mobile cross-platform high performance UI.,Weex,retired,weex,Incubator,2016-11-30,2021-05-12,https://github.com/apache/incubator-retired-Weex,,"{""C++"": 10708759, ""JavaScript"": 3417128, ""Java"": 2351964, ""C"": 2252169, ""Objective-C"": 1535818, ""Objective-C++"": 731937, ""Vue"": 111308, ""CMake"": 94330, ""Python"": 53147, ""Shell"": 37647, ""Ruby"": 7671, ""Awk"": 1100, ""Makefile"": 27}",C++,C/C++ Header,,,ningjiang,Willem Ning Jiang,myrle,Myrle Krantz,,,,edwardyoon,Edward J. Yoon,,,,,,,Retired for lack of activity and inactive PPMC.,,,,,,,,,,,,,,,,,,,,
Whirr provides code for running a variety of software services on cloud infrastructure.,Whirr,graduated,whirr,Incubator,2010-05-11,2011-08-17,https://github.com/apache/Whirr,,"{""Java"": 111388, ""Python"": 104870, ""Shell"": 80667, ""XSLT"": 2509, ""Ruby"": 2243, ""HTML"": 879, ""CSS"": 835}",Java,Java,,true,tomwhite,Tom White,cutting,Doug Cutting,stevel,Steve Loughran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A web application framework that focusses on bringing plain object oriented Java programming to the web tier,Wicket,graduated,wicket,Incubator,2006-08-28,2007-06-20,https://github.com/apache/Wicket,,"{""Java"": 12367261, ""HTML"": 897531, ""JavaScript"": 552162, ""CSS"": 151777, ""Shell"": 26091, ""Logos"": 18871, ""XSLT"": 2162, ""Python"": 1547, ""Dockerfile"": 164, ""Less"": 28}",Java,Java,,true,upayavira,Upayavira,akarasulu,Alex Karasulu,sylvain,Sylvain Wallez,,,,bdelacretaz,Bertrand Delacrétaz,,,,,,,,,,,,,,,,,,,,,,,,,
Apache Wink is a project that enables development and consumption of REST style web services. The core server runtime is based on the JAX-RS (JSR 311) standard. The project also introduces a client runtime which can leverage certain components of the server-side runtime. Apache Wink will deliver component technology that can be easily integrated into a variety of environments.,Wink,graduated,wink,Incubator,2009-05-27,2012-12-19,https://github.com/apache/Wink,,"{""Java"": 8151772, ""CSS"": 10985, ""HTML"": 9160, ""JavaScript"": 3114, ""Protocol Buffer"": 1450, ""Thrift"": 1221}",Java,Java,,true,dims,Davanum Srinivas,kevan,Kevan Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implementation of WSDL 2.0,Woden,graduated,woden,Web Services,2005-03-24,2007-12-08,,http://svn.apache.org/repos/asf/webservices/woden,,,,,,pzf,Paul Fremantle,sanjiva,Sanjiva Weerawarana,dims,Davanum Srinivas,,,,,,,http://ws.apache.org/woden/,,,,,,,,,,,,,,,,,,,,,,,
a W3C widget engine with Google Wave and Open Social Extensions.,Wookie,graduated,wookie,Incubator,2009-07-17,2012-11-22,https://github.com/apache/Wookie,,"{""Java"": 1620488, ""JavaScript"": 1444239, ""CSS"": 406013, ""HTML"": 209776, ""ActionScript"": 116365, ""PHP"": 50924, ""Python"": 27740, ""C#"": 17989, ""Batchfile"": 9572, ""Shell"": 9409, ""Ruby"": 7716}",Java,JavaScript,,true,rgardler,Ross Gardler,ate,Ate Douma,lresende,Luciano Resende,,,,asavory,Andrew Savory,,,,,,henning,Henning Schmiedehausen,mfranklin,Matt Franklin,,,,,,,,,,,,,,,,
Implementation of OASIS Web Services for Remote Portlets (WSRP),WSRP4J,retired,wsrp4j,Portals,2003-09-03,2010-04-18,,http://svn.apache.org/repos/asf/portals/wsrp4j,,,,,,,Portals PMC members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declarative framework for building Ajax-powered web apps,XAP,retired,xap,Incubator,2006-05-22,2009-06-26,,https://svn.apache.org/repos/asf/incubator/xap,,,,,,cliffs,Cliff Schmidt,rdonkin,Robert Burrell Donkin,susie,Susan Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XML-Java binding tool with 100% support for XML Schema and full Infoset fidelity,XMLBeans,graduated,xmlbeans,XML,2003-07-30,2004-06-23,https://github.com/apache/XMLBeans,,"{""Java"": 7097006, ""XSLT"": 78459, ""Batchfile"": 61301, ""Shell"": 38197, ""XS"": 6502, ""HTML"": 2640, ""XQuery"": 2172, ""CSS"": 1961}",Java,Java,,true,twl,Ted Leung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C++ equivalent of Apache XMLBeans.,XMLBeans/C++,retired,xmlbeanscxx,Web Services,2005-06-06,2007-05-16,,,,,,,,cliffs,Cliff Schmidt,,,,,,,,,,,,,,Failed to get traction.,,,,,,,,,,,,,,,,,,,,
A CORBA Server.,Yoko,retired,yoko,Geronimo,2006-01-31,2007-12-17,,https://svn.apache.org/repos/asf/incubator/yoko,,,,,,coar,Ken Coar,geirm,Geir Magnusson Jr.,jstrachan,James Strachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YuniKorn is a standalone resource scheduler responsible for scheduling batch jobs and long-running services on large scale distributed systems running in on-premises environments as well as different public clouds.,YuniKorn,current,yunikorn,Incubator,2020-01-21,,https://github.com/apache/YuniKorn-core,,"{""Go"": 1213166, ""Makefile"": 3792}",Go,Go,,,junping_du,Junping Du,felixcheung,Felix Cheung,jlowe,Jason Lowe,1,vinodkv,Vinod Kumar Vavilapalli,holden,Holden Karau,,,,,,,,,,,,,,,,,,,,,,,,,
"A collaborative data analytics and visualization tool for distributed, general-purpose data processing systems such as Apache Spark, Apache Flink, etc.",Zeppelin,graduated,zeppelin,Incubator,2014-12-23,2016-05-18,https://github.com/apache/Zeppelin,,"{""Java"": 8147532, ""Jupyter Notebook"": 1840014, ""JavaScript"": 1331213, ""TypeScript"": 517229, ""Scala"": 486294, ""HTML"": 451514, ""Python"": 113472, ""Less"": 107894, ""CSS"": 102449, ""Shell"": 100914, ""Roff"": 63155, ""Dockerfile"": 30920, ""R"": 29917, ""Jinja"": 22675, ""Batchfile"": 12006, ""Thrift"": 10715, ""Groovy"": 9274, ""XSLT"": 1326}",Java,Java,,true,cos,Konstantin Boudnik,hsaputra,Henry Saputra,rvs,Roman Shaposhnik,,rvs,Roman Shaposhnik,tdunning,Ted Dunning,,,,,,hyunsik,Hyunsik Choi,,,,,,,,,,,,,,,,,,
Zeta Components is a high-quality library of loosely-coupled PHP components.,Zeta Components,retired,zetacomponents,Incubator,2010-05-21,2012-04-20,https://github.com/apache/ZetaComponents,,"{""PHP"": 27038120, ""HTML"": 732062, ""Python"": 63952, ""Smarty"": 7126, ""CSS"": 4095, ""PLSQL"": 874, ""C++"": 146, ""Shell"": 71, ""SourcePawn"": 12}",PHP,PHP,,,jvermillard,Julien Vermillard,grobmeier,Christian Grobmeier,clr,Craig Russell,,,,,,,,,zeta,,,,,,,,,,,,,,,,,,,,,
Zipkin is a distributed tracing system. It helps gather timing data needed to troubleshoot latency problems in microservice architectures.,Zipkin,retired,zipkin,Incubator,2018-08-29,2019-06-19,https://github.com/apache/Zipkin,,"{""Java"": 2084714, ""JavaScript"": 331480, ""TypeScript"": 178710, ""Shell"": 68744, ""Dockerfile"": 22702, ""HTML"": 969, ""CSS"": 647}",Java,JSON,,,mck,Michael Semb Wever,johndament,John D. Ament,ningjiang,Willem Ning Jiang,,mck,Michael Semb Wever,reta,Andriy Redko,OpenZipkin,https://zipkin.io,The podling has retired to its former community OpenZipkin (https://zipkin.io),,,wusheng,Sheng Wu,,,,,,,,,,,,,,,,,,
